employee_id,department,job_role,education_level,years_at_company,monthly_hours_worked,attendance_rate,training_hours,tasks_completed,peer_review_score,manager_rating,promotions_last_3years,salary_band,work_location,performance_score,month
E1039,Marketing,Analyst,PhD,4,152.9,95.8,6.2,7,8.59,2.52,0,High,Hybrid,13.49,2024-01
E1039,HR,Executive,Bachelors,5,167.5,97.0,7.4,8,6.46,7.1,0,Medium,Remote,17.93,2024-01
E1039,Finance,Associate,Masters,8,159.9,100.0,,7,6.7,9.4,1,Low,Onsite,13.9,2024-03
E1039,Marketing,Associate,Masters,1,167.4,100.0,4.1,5,7.29,4.41,0,High,Onsite,9.93,2024-03
E1039,HR,Manager,Bachelors,5,164.4,91.0,5.7,3,6.07,8.49,0,High,Remote,13.29,2024-04
E1039,Sales,Associate,Masters,7,167.0,94.4,8.3,1,10.0,8.41,0,Low,Hybrid,14.72,2024-05
E1039,Marketing,Executive,Masters,8,161.8,91.3,6.0,6,6.41,7.96,0,High,Remote,9.13,2024-06
E1039,IT,Developer,PhD,6,168.2,90.8,6.1,6,6.98,4.12,0,High,Remote,16.99,2024-07
E1039,Marketing,Analyst,PhD,9,146.6,100.0,7.3,9,7.36,4.24,0,High,Hybrid,19.2,2024-08
E1039,Sales,Associate,Masters,7,165.9,93.9,5.1,5,,5.45,0,Medium,Onsite,8.76,2024-09
E1039,Finance,Analyst,PhD,8,179.7,92.3,3.0,8,5.21,9.26,0,Low,Remote,4.74,2024-10
E1039,Marketing,Analyst,PhD,7,161.4,99.4,2.5,7,5.2,6.24,0,High,Hybrid,7.05,2024-11
E1040,HR,Associate,Masters,6,180.8,96.8,4.8,6,9.36,4.44,1,Medium,Hybrid,17.46,2024-01
E1040,Marketing,Associate,Bachelors,3,132.9,94.3,2.1,2,6.79,4.05,2,High,Onsite,16.93,2024-01
E1040,Marketing,Developer,Bachelors,10,162.9,94.8,6.6,5,,4.06,0,High,Hybrid,11.3,2024-03
E1040,Marketing,Developer,Bachelors,6,159.4,91.7,7.0,4,7.69,4.83,0,High,Onsite,11.29,2024-03
E1040,HR,Associate,PhD,7,162.1,92.9,6.9,8,7.44,4.77,1,Low,Onsite,8.64,2024-04
E1040,HR,Developer,Masters,8,170.2,83.2,6.6,5,5.82,8.32,1,Medium,Onsite,10.26,2024-05
E1040,Sales,Executive,Masters,8,163.9,93.0,6.0,5,9.61,2.54,1,High,Hybrid,11.11,2024-06
E1040,Sales,Manager,PhD,9,155.5,93.1,2.5,8,9.45,7.96,0,Low,Hybrid,21.53,2024-07
E1040,IT,Associate,Masters,7,183.9,91.2,4.8,10,6.82,5.81,1,High,Remote,10.76,2024-08
E1040,Marketing,Developer,Masters,8,158.2,85.2,6.8,9,6.78,9.06,1,Low,Remote,8.57,2024-09
E1040,Marketing,Analyst,PhD,2,153.8,96.4,5.3,4,8.67,6.63,0,Medium,Hybrid,19.42,2024-10
E1040,Finance,Associate,Masters,3,135.3,97.8,6.9,5,6.57,10.0,0,Low,Onsite,12.58,2024-11
E1041,Finance,Associate,Masters,4,161.4,87.3,3.9,4,9.18,8.38,0,Low,Remote,10.53,2024-01
E1041,Finance,Executive,PhD,7,150.7,94.4,4.7,9,7.25,2.85,0,High,Remote,12.4,2024-01
E1041,Finance,Developer,Masters,10,154.8,93.2,4.3,11,7.76,2.07,1,High,Hybrid,18.38,2024-03
E1041,Finance,Analyst,Bachelors,4,153.5,88.4,5.7,5,5.25,8.48,1,High,Hybrid,9.63,2024-03
E1041,Marketing,Developer,Masters,9,147.3,97.2,8.4,8,7.45,7.23,0,Medium,Onsite,8.38,2024-04
E1041,Finance,Manager,Masters,5,159.6,94.4,4.4,5,6.75,6.19,0,High,Onsite,14.68,2024-05
E1041,Finance,Developer,PhD,9,151.7,100.0,4.6,4,9.0,9.03,0,Medium,Hybrid,10.9,2024-06
E1041,Sales,Executive,Bachelors,3,149.6,98.0,5.0,8,10.0,10.0,0,High,Remote,21.11,2024-07
E1041,Marketing,Analyst,Bachelors,3,169.6,88.0,3.1,3,6.33,6.12,1,Low,Hybrid,8.75,2024-08
E1041,Marketing,Executive,Bachelors,10,164.1,91.2,4.4,6,6.85,9.82,0,Low,Hybrid,11.32,2024-09
E1041,Marketing,Executive,PhD,1,158.5,93.3,4.3,4,6.99,3.34,0,Low,Onsite,15.24,2024-10
E1041,HR,Developer,Masters,10,155.0,91.7,3.0,4,6.78,7.56,0,High,Remote,3.14,2024-11
E1042,HR,Executive,Bachelors,5,169.6,98.3,2.9,4,8.07,4.79,0,High,Onsite,16.4,2024-01
E1042,Sales,Developer,Masters,3,147.3,100.0,4.2,6,8.41,4.55,0,High,Onsite,20.83,2024-01
E1042,Finance,Analyst,Masters,7,148.8,94.9,5.6,2,8.72,4.64,0,High,Onsite,14.81,2024-03
E1042,HR,Associate,Bachelors,7,156.3,99.0,7.2,2,7.92,8.0,1,High,Hybrid,13.82,2024-03
E1042,HR,Executive,Masters,8,165.8,91.7,5.7,5,9.12,5.94,0,Low,Onsite,10.94,2024-04
E1042,Sales,Developer,Bachelors,3,127.5,100.0,1.9,7,9.85,5.57,1,High,Remote,13.57,2024-05
E1042,HR,Manager,Masters,8,176.6,93.8,7.4,9,8.22,8.01,1,High,Hybrid,14.58,2024-06
E1042,HR,Analyst,Masters,6,159.6,92.4,7.1,4,8.19,7.51,0,Medium,Hybrid,4.44,2024-07
E1042,Marketing,Associate,Masters,9,174.6,99.5,,7,7.62,4.93,0,Low,Hybrid,9.43,2024-08
E1042,Sales,Analyst,Bachelors,7,165.2,81.6,6.0,6,6.01,5.43,1,Low,Remote,13.04,2024-09
E1042,IT,Developer,PhD,4,141.4,100.0,6.7,8,6.57,7.01,0,Medium,Hybrid,14.05,2024-10
E1042,IT,Manager,PhD,3,149.1,94.3,,4,8.12,6.21,0,Medium,Remote,9.52,2024-11
E1043,Marketing,Executive,Bachelors,5,133.0,94.5,3.9,4,5.92,3.66,0,High,Hybrid,13.82,2024-01
E1043,Sales,Developer,PhD,1,171.1,96.0,5.5,6,6.98,7.93,0,Medium,Onsite,13.04,2024-01
E1043,Sales,Manager,Bachelors,7,170.9,98.9,9.4,5,,8.88,0,Low,Remote,20.63,2024-03
E1043,Finance,Executive,Bachelors,10,163.7,95.6,6.9,3,8.67,6.37,0,Medium,Remote,14.94,2024-03
E1043,IT,Developer,Masters,1,147.5,96.1,3.5,5,4.83,8.55,0,Medium,Remote,13.91,2024-04
E1043,Marketing,Associate,Bachelors,5,158.7,100.0,4.5,6,5.84,6.94,1,Medium,Hybrid,8.89,2024-05
E1043,Finance,Executive,Bachelors,4,175.8,88.0,2.1,6,4.95,6.55,1,High,Onsite,13.1,2024-06
E1043,Sales,Analyst,Bachelors,8,163.3,82.5,4.0,4,9.3,3.57,1,Medium,Hybrid,3.89,2024-07
E1043,Marketing,Analyst,PhD,10,174.1,97.4,4.2,10,8.07,5.0,1,Low,Hybrid,10.01,2024-08
E1043,Finance,Analyst,PhD,5,151.2,89.0,2.4,3,8.98,7.74,1,Low,Onsite,10.07,2024-09
E1043,IT,Developer,Bachelors,3,168.2,94.0,5.6,8,10.0,10.0,0,Medium,Hybrid,10.6,2024-10
E1043,Marketing,Analyst,Masters,9,156.1,89.8,3.4,10,4.79,9.11,1,High,Hybrid,16.02,2024-11
E1044,Sales,Associate,PhD,9,155.8,98.5,7.2,3,9.3,8.08,0,Low,Onsite,17.0,2024-01
E1044,Marketing,Manager,PhD,10,157.2,100.0,3.1,5,6.14,6.25,0,Medium,Hybrid,7.14,2024-01
E1044,Finance,Manager,PhD,2,151.6,84.5,2.2,4,7.77,10.0,0,Low,Onsite,11.67,2024-03
E1044,Marketing,Associate,Bachelors,6,164.8,89.9,5.1,3,5.21,4.82,0,High,Hybrid,13.36,2024-03
E1044,IT,Executive,Masters,7,163.9,89.1,6.9,3,4.84,10.0,0,High,Remote,8.52,2024-04
E1044,HR,Executive,PhD,10,148.8,83.3,7.5,13,5.29,9.31,1,High,Remote,19.63,2024-05
E1044,HR,Associate,Masters,3,146.5,92.7,2.3,6,6.15,10.0,0,Low,Remote,21.0,2024-06
E1044,IT,Associate,Masters,2,173.6,98.1,6.5,7,7.45,5.93,1,Medium,Hybrid,21.76,2024-07
E1044,HR,Associate,Masters,5,153.8,98.8,6.1,1,5.26,7.54,1,High,Remote,4.45,2024-08
E1044,HR,Developer,Masters,7,154.5,94.9,8.7,5,7.98,5.17,0,Low,Hybrid,11.23,2024-09
E1044,IT,Associate,Bachelors,8,159.2,94.7,5.5,4,7.37,1.0,0,Low,Remote,12.85,2024-10
E1044,Finance,Manager,PhD,3,138.7,94.5,5.3,6,5.78,4.03,0,Low,Onsite,17.15,2024-11
E1045,Sales,Manager,Masters,4,155.8,85.4,6.3,6,5.52,7.56,0,Medium,Onsite,18.29,2024-01
E1045,IT,Developer,Masters,8,160.9,100.0,10.3,6,7.65,7.46,1,Medium,Remote,15.52,2024-01
E1045,Sales,Developer,Bachelors,9,154.9,95.9,4.1,6,10.0,3.86,1,High,Hybrid,12.35,2024-03
E1045,Marketing,Executive,PhD,6,165.5,99.0,4.1,7,8.24,7.81,1,Medium,Onsite,12.05,2024-03
E1045,IT,Associate,Masters,1,161.0,99.2,,5,6.49,7.15,0,High,Onsite,26.23,2024-04
E1045,IT,Manager,Bachelors,1,167.1,93.8,6.4,10,8.67,10.0,1,Medium,Remote,1.24,2024-05
E1045,Marketing,Developer,PhD,1,154.7,96.6,5.2,3,7.69,9.22,0,Medium,Onsite,14.85,2024-06
E1045,IT,Developer,Masters,4,154.6,96.6,4.1,6,6.94,8.96,0,Low,Remote,10.92,2024-07
E1045,IT,Manager,Bachelors,3,164.6,87.4,6.6,2,6.67,9.24,1,High,Remote,5.49,2024-08
E1045,Marketing,Manager,Bachelors,2,171.4,91.8,6.0,10,5.79,5.51,1,Low,Onsite,10.95,2024-09
E1045,HR,Associate,Bachelors,6,150.0,100.0,6.7,11,6.3,5.43,1,Medium,Hybrid,16.15,2024-10
E1045,HR,Executive,PhD,1,170.0,84.9,6.7,5,5.87,10.0,1,Low,Remote,9.92,2024-11
E1046,Sales,Executive,PhD,6,161.0,93.5,6.3,5,6.92,9.63,0,Low,Onsite,9.02,2024-01
E1046,IT,Associate,Masters,9,160.2,92.9,7.7,8,4.69,1.57,2,Low,Hybrid,16.55,2024-01
E1046,Marketing,Analyst,PhD,8,161.9,100.0,4.9,9,7.22,1.0,0,High,Hybrid,15.9,2024-03
E1046,Finance,Executive,Masters,9,155.7,98.3,3.0,10,7.55,8.5,1,Low,Hybrid,22.02,2024-03
E1046,Marketing,Executive,Masters,3,148.1,100.0,,7,6.33,5.72,1,Medium,Remote,19.16,2024-04
E1046,HR,Associate,PhD,6,165.8,94.0,4.4,5,9.54,9.04,0,High,Onsite,24.03,2024-05
E1046,Sales,Associate,Masters,8,143.9,96.6,2.3,12,4.61,6.76,1,Low,Remote,21.59,2024-06
E1046,Sales,Associate,Masters,2,160.6,98.6,4.2,4,7.63,7.94,0,High,Remote,16.26,2024-07
E1046,Sales,Executive,Masters,2,159.9,89.4,4.9,12,7.42,5.01,1,Medium,Onsite,9.13,2024-08
E1046,Marketing,Developer,Bachelors,1,151.5,91.8,6.4,2,6.56,5.13,1,Low,Remote,10.91,2024-09
E1046,IT,Developer,Bachelors,2,162.3,94.9,3.5,9,5.92,1.72,1,High,Remote,13.74,2024-10
E1046,Sales,Associate,PhD,4,154.2,100.0,9.0,6,7.52,7.87,1,Low,Remote,4.58,2024-11
E1047,IT,Analyst,Bachelors,8,165.6,100.0,0.3,7,8.57,7.47,0,Medium,Hybrid,12.41,2024-01
E1047,HR,Developer,Masters,3,152.3,100.0,8.9,8,7.44,6.69,0,Low,Hybrid,14.44,2024-01
E1047,IT,Manager,Masters,3,152.9,100.0,6.7,8,6.38,9.25,0,Medium,Hybrid,18.63,2024-03
E1047,Marketing,Associate,Bachelors,5,146.7,99.3,7.6,14,7.58,5.27,0,Low,Onsite,16.11,2024-03
E1047,Marketing,Associate,Bachelors,1,172.1,94.9,8.3,4,7.55,5.36,1,Medium,Onsite,6.67,2024-04
E1047,Finance,Analyst,Bachelors,9,162.1,99.1,8.0,7,7.45,4.67,1,Low,Onsite,6.82,2024-05
E1047,HR,Developer,Bachelors,9,174.0,90.9,5.7,9,,3.98,0,High,Hybrid,4.96,2024-06
E1047,IT,Developer,Bachelors,8,157.5,96.6,4.4,8,7.97,8.14,0,High,Remote,17.49,2024-07
E1047,Finance,Developer,Masters,7,168.2,89.7,7.0,2,7.14,3.25,0,High,Hybrid,17.88,2024-08
E1047,Finance,Analyst,Masters,4,161.7,96.0,2.5,4,9.39,8.93,0,Medium,Hybrid,9.7,2024-09
E1047,Sales,Developer,Bachelors,4,155.7,94.9,2.7,5,9.04,7.08,0,High,Remote,6.27,2024-10
E1047,Finance,Executive,Masters,9,166.3,93.4,7.5,2,,8.04,0,Medium,Remote,7.0,2024-11
E1048,HR,Associate,Bachelors,9,152.7,99.7,4.5,6,9.25,5.18,0,High,Onsite,18.04,2024-01
E1048,HR,Analyst,PhD,6,157.5,93.1,4.1,5,4.01,4.98,0,High,Hybrid,14.17,2024-01
E1048,Sales,Analyst,Bachelors,10,169.5,93.5,2.5,8,9.41,5.92,1,Low,Remote,3.18,2024-03
E1048,IT,Developer,PhD,1,156.4,98.1,6.7,4,5.23,6.47,0,Low,Remote,9.21,2024-03
E1048,Marketing,Analyst,Masters,8,151.7,97.6,5.5,5,9.32,8.26,0,Medium,Hybrid,14.67,2024-04
E1048,Sales,Developer,Bachelors,2,160.9,92.5,4.1,5,6.31,6.87,2,High,Remote,4.33,2024-05
E1048,IT,Executive,PhD,6,159.3,91.0,7.0,5,6.89,5.94,0,High,Remote,7.65,2024-06
E1048,IT,Associate,PhD,2,158.8,92.5,2.4,6,4.19,4.32,0,Low,Hybrid,16.32,2024-07
E1048,HR,Manager,PhD,2,171.8,96.5,5.4,8,6.8,3.93,1,Low,Onsite,7.86,2024-08
E1048,Sales,Executive,PhD,1,153.4,92.6,4.8,2,8.32,5.58,0,Low,Onsite,11.62,2024-09
E1048,IT,Manager,Bachelors,4,171.8,92.1,2.8,6,7.54,6.49,1,High,Remote,12.72,2024-10
E1048,Finance,Manager,PhD,6,161.2,93.1,6.3,6,8.34,7.79,1,High,Hybrid,14.71,2024-11
E1049,Marketing,Developer,PhD,7,143.6,92.1,6.7,11,7.41,9.53,1,Medium,Onsite,17.12,2024-01
E1049,HR,Associate,PhD,8,139.7,95.1,4.4,6,6.07,5.39,0,Medium,Onsite,9.6,2024-01
E1049,HR,Associate,PhD,10,167.9,93.8,3.7,4,5.21,10.0,0,Medium,Hybrid,4.38,2024-03
E1049,Finance,Manager,PhD,3,178.5,92.9,,6,6.96,7.44,0,High,Hybrid,19.57,2024-03
E1049,Sales,Executive,Bachelors,2,144.7,92.3,5.6,6,6.36,5.8,0,Low,Hybrid,9.99,2024-04
E1049,IT,Executive,Bachelors,8,154.3,100.0,0.9,6,6.48,5.6,0,High,Hybrid,9.12,2024-05
E1049,Finance,Analyst,Masters,10,169.9,99.5,4.0,3,8.31,9.99,1,Medium,Onsite,13.4,2024-06
E1049,Finance,Developer,Masters,2,160.8,100.0,2.2,12,9.93,7.77,2,High,Onsite,22.51,2024-07
E1049,IT,Analyst,PhD,3,163.3,88.3,4.5,7,8.0,6.66,0,Low,Hybrid,20.22,2024-08
E1049,HR,Manager,Masters,7,159.1,92.7,4.8,3,6.69,7.18,0,Medium,Remote,12.08,2024-09
E1049,Marketing,Developer,Bachelors,9,187.1,97.6,5.4,7,8.42,8.46,2,High,Onsite,21.64,2024-10
E1049,IT,Manager,Masters,9,168.1,91.4,5.1,7,7.69,9.94,0,Medium,Hybrid,13.99,2024-11
E1050,Finance,Associate,Bachelors,9,166.9,100.0,6.8,3,7.19,6.42,1,High,Onsite,15.99,2024-01
E1050,IT,Executive,PhD,3,155.7,100.0,6.1,4,8.93,10.0,1,High,Remote,15.4,2024-01
E1050,Finance,Manager,Bachelors,6,159.5,100.0,3.1,8,6.83,8.94,0,High,Remote,10.76,2024-03
E1050,Marketing,Associate,PhD,9,151.7,91.6,3.4,5,7.79,8.15,0,Low,Onsite,12.45,2024-03
E1050,Finance,Manager,Bachelors,10,151.7,92.1,2.1,11,7.9,8.41,0,High,Onsite,13.84,2024-04
E1050,Sales,Manager,Masters,3,166.4,93.6,5.4,4,6.26,3.64,1,Low,Hybrid,9.84,2024-05
E1050,IT,Associate,Masters,8,182.4,96.8,,11,5.29,8.06,0,High,Hybrid,19.7,2024-06
E1050,Finance,Developer,PhD,8,158.5,90.8,10.1,13,5.87,9.68,0,Low,Hybrid,11.53,2024-07
E1050,HR,Associate,PhD,2,154.2,97.0,2.4,10,,6.58,0,Medium,Onsite,20.7,2024-08
E1050,HR,Developer,Bachelors,10,169.1,94.8,4.5,9,7.84,6.66,0,Low,Remote,17.23,2024-09
E1050,Marketing,Associate,PhD,9,163.4,97.8,4.6,2,8.31,6.26,0,Medium,Remote,12.07,2024-10
E1050,HR,Analyst,Masters,10,158.3,95.2,6.2,8,5.05,7.98,0,Medium,Onsite,16.0,2024-11
E1051,Finance,Associate,Masters,1,156.2,92.5,8.1,2,8.01,6.65,1,Medium,Onsite,19.5,2024-01
E1051,Marketing,Developer,Bachelors,5,148.7,95.2,2.9,8,6.69,7.71,1,High,Remote,16.58,2024-01
E1051,IT,Manager,Bachelors,7,145.8,99.9,4.5,6,5.42,10.0,0,Medium,Onsite,18.21,2024-03
E1051,Sales,Executive,PhD,3,163.0,91.1,2.9,7,5.51,6.48,0,Medium,Remote,25.08,2024-03
E1051,Finance,Manager,Bachelors,6,138.8,93.8,8.9,4,8.2,4.26,1,Low,Remote,16.71,2024-04
E1051,Sales,Analyst,Masters,6,170.8,100.0,5.4,3,,6.71,0,Low,Onsite,8.78,2024-05
E1051,HR,Executive,Masters,4,171.1,97.1,4.1,5,7.78,7.28,0,Medium,Hybrid,14.31,2024-06
E1051,Marketing,Associate,Masters,7,152.0,90.3,2.1,8,6.84,3.38,0,Low,Onsite,7.97,2024-07
E1051,HR,Analyst,PhD,6,156.0,94.8,,9,5.18,6.37,0,Low,Hybrid,17.49,2024-08
E1051,Marketing,Analyst,Masters,4,159.6,93.8,9.0,7,7.83,7.96,0,Low,Remote,12.28,2024-09
E1051,Sales,Developer,Bachelors,4,166.1,91.9,5.5,7,7.59,7.54,1,High,Hybrid,10.51,2024-10
E1051,IT,Associate,PhD,8,155.4,100.0,7.0,7,9.92,5.07,0,Low,Hybrid,5.64,2024-11
E1052,Sales,Executive,Bachelors,7,145.4,96.2,1.0,5,,4.9,0,Medium,Remote,17.1,2024-01
E1052,Finance,Developer,Bachelors,10,162.3,97.9,5.8,4,7.12,7.78,0,Low,Onsite,14.88,2024-01
E1052,Sales,Analyst,Masters,5,143.8,90.7,0.7,8,6.13,3.49,1,Medium,Remote,6.08,2024-03
E1052,HR,Analyst,Masters,4,151.9,97.6,5.2,7,7.98,6.06,1,Low,Hybrid,10.74,2024-03
E1052,Sales,Associate,PhD,8,151.6,88.0,,1,6.87,3.63,1,Low,Remote,8.08,2024-04
E1052,HR,Executive,Masters,1,166.0,94.2,8.1,5,4.37,7.93,0,Low,Remote,4.0,2024-05
E1052,Finance,Associate,Masters,10,146.4,89.0,3.6,8,8.91,10.0,0,Medium,Remote,10.15,2024-06
E1052,Finance,Developer,PhD,4,152.5,94.4,3.9,6,9.4,9.32,0,High,Onsite,11.86,2024-07
E1052,Finance,Analyst,PhD,6,157.4,96.1,5.1,4,8.19,8.49,0,High,Onsite,10.48,2024-08
E1052,Sales,Analyst,Bachelors,3,149.9,99.3,4.4,9,7.11,7.08,0,Medium,Remote,25.48,2024-09
E1052,Finance,Developer,PhD,1,160.9,96.9,8.4,4,5.75,7.37,1,Low,Remote,18.74,2024-10
E1052,Sales,Analyst,Masters,1,163.0,94.3,6.1,4,8.84,3.7,1,Medium,Onsite,17.6,2024-11
E1053,Marketing,Executive,PhD,6,172.5,91.1,4.3,9,9.06,3.99,0,High,Onsite,19.54,2024-01
E1053,Marketing,Manager,PhD,7,176.2,90.2,5.4,8,7.48,8.43,0,Medium,Hybrid,30.89,2024-01
E1053,IT,Developer,Masters,9,160.2,93.2,5.7,2,7.72,10.0,1,High,Onsite,8.17,2024-03
E1053,Sales,Developer,Bachelors,9,164.0,91.5,1.5,3,6.67,9.07,0,High,Remote,16.46,2024-03
E1053,IT,Analyst,PhD,1,161.7,97.9,2.7,1,6.31,7.62,0,Low,Hybrid,7.38,2024-04
E1053,Sales,Developer,Bachelors,2,143.5,98.7,7.1,5,6.55,3.17,0,Medium,Hybrid,16.23,2024-05
E1053,Sales,Associate,Masters,7,147.8,89.2,7.2,5,7.76,7.43,0,High,Hybrid,14.23,2024-06
E1053,Sales,Associate,Bachelors,5,171.2,96.2,1.8,2,6.26,7.2,1,Medium,Hybrid,14.96,2024-07
E1053,Marketing,Associate,PhD,4,154.8,90.4,7.3,6,5.57,5.81,0,Low,Onsite,13.92,2024-08
E1053,IT,Analyst,Bachelors,2,160.5,93.3,5.3,6,7.51,5.83,0,High,Hybrid,9.9,2024-09
E1053,HR,Associate,PhD,8,169.3,97.0,3.3,3,6.63,4.52,0,High,Hybrid,12.28,2024-10
E1053,Sales,Analyst,Masters,3,156.2,96.6,6.2,6,9.43,4.22,0,Low,Onsite,13.08,2024-11
E1054,HR,Analyst,Bachelors,1,158.1,99.0,6.2,8,,6.63,0,High,Hybrid,13.0,2024-01
E1054,Marketing,Associate,PhD,7,161.8,90.3,4.9,5,7.03,3.72,1,High,Hybrid,8.49,2024-01
E1054,IT,Developer,Masters,4,159.3,97.8,6.6,6,8.74,7.47,0,Medium,Remote,20.09,2024-03
E1054,Marketing,Associate,Bachelors,4,161.7,88.4,6.9,8,6.11,4.91,0,Medium,Onsite,1.18,2024-03
E1054,Sales,Manager,Masters,8,154.5,92.4,5.6,6,8.92,6.2,0,Medium,Onsite,4.49,2024-04
E1054,HR,Executive,Masters,2,166.4,92.1,4.6,6,7.36,5.83,1,Medium,Remote,14.96,2024-05
E1054,Sales,Executive,PhD,8,167.8,89.4,5.1,7,5.14,7.87,0,Medium,Remote,16.2,2024-06
E1054,Sales,Manager,Masters,9,159.4,100.0,4.0,5,8.08,6.24,0,High,Hybrid,15.93,2024-07
E1054,Sales,Analyst,Bachelors,6,150.6,100.0,3.1,4,8.99,5.3,1,Medium,Onsite,9.17,2024-08
E1054,HR,Manager,Masters,5,157.4,84.0,,4,10.0,9.1,1,High,Onsite,8.49,2024-09
E1054,IT,Executive,PhD,10,140.2,94.7,1.0,8,7.2,9.01,0,Low,Hybrid,20.16,2024-10
E1054,IT,Analyst,PhD,10,142.6,89.7,4.4,5,7.82,5.24,1,Medium,Remote,5.65,2024-11
E1055,IT,Developer,PhD,2,153.0,100.0,,7,6.35,5.2,1,Low,Onsite,12.42,2024-01
E1055,Sales,Developer,Bachelors,10,155.4,95.0,1.9,7,7.71,9.33,0,High,Hybrid,13.74,2024-01
E1055,IT,Developer,PhD,10,187.1,100.0,7.3,7,9.28,7.13,0,Medium,Remote,23.09,2024-03
E1055,HR,Executive,Bachelors,6,158.6,97.0,5.0,3,6.02,2.49,0,Medium,Hybrid,14.54,2024-03
E1055,HR,Associate,Bachelors,1,151.3,99.1,4.3,5,9.25,9.93,1,High,Onsite,16.94,2024-04
E1055,Finance,Analyst,Bachelors,1,155.6,100.0,2.9,2,8.02,7.3,0,Medium,Onsite,3.18,2024-05
E1055,Finance,Developer,PhD,7,159.7,100.0,3.3,6,6.76,8.36,0,High,Remote,7.17,2024-06
E1055,Marketing,Developer,PhD,10,184.6,94.5,6.9,4,,6.43,0,Medium,Hybrid,19.26,2024-07
E1055,HR,Analyst,Masters,3,167.0,86.6,5.9,4,7.39,5.45,2,Medium,Hybrid,6.46,2024-08
E1055,IT,Analyst,PhD,1,167.2,93.7,5.7,4,,9.36,1,High,Onsite,11.29,2024-09
E1055,IT,Analyst,Bachelors,3,164.5,96.4,4.6,4,8.5,4.19,0,Low,Remote,4.18,2024-10
E1055,HR,Executive,Masters,4,156.4,100.0,5.1,7,7.69,7.77,1,High,Onsite,18.43,2024-11
E1056,Marketing,Developer,Masters,8,159.3,100.0,4.3,7,8.85,8.74,1,High,Onsite,16.51,2024-01
E1056,Marketing,Developer,Masters,9,158.0,93.4,,5,8.93,5.91,1,Low,Remote,14.52,2024-01
E1056,Marketing,Executive,PhD,5,148.6,96.1,7.5,2,7.32,10.0,1,Low,Remote,10.67,2024-03
E1056,Finance,Executive,Bachelors,6,165.1,100.0,4.4,6,8.27,8.53,0,Medium,Remote,18.55,2024-03
E1056,Marketing,Manager,Masters,5,170.9,86.6,6.9,3,8.73,7.24,0,Low,Remote,2.1,2024-04
E1056,IT,Executive,Masters,5,157.7,98.6,4.9,6,7.27,9.96,1,High,Hybrid,6.97,2024-05
E1056,Sales,Developer,PhD,4,175.6,94.1,5.5,8,6.97,7.49,0,Medium,Remote,13.55,2024-06
E1056,Sales,Developer,Bachelors,3,158.0,95.3,5.1,9,8.93,6.75,1,Low,Hybrid,16.51,2024-07
E1056,HR,Executive,Masters,3,156.6,100.0,7.3,6,7.24,7.6,2,Low,Remote,17.48,2024-08
E1056,IT,Associate,Masters,10,149.7,96.7,6.2,5,8.33,8.75,0,Low,Remote,15.22,2024-09
E1056,Marketing,Developer,PhD,10,164.0,84.9,3.3,9,7.46,7.97,1,High,Onsite,14.77,2024-10
E1056,Marketing,Manager,Masters,6,144.6,89.8,5.4,7,5.13,10.0,1,High,Remote,15.8,2024-11
E1057,Marketing,Manager,PhD,8,175.1,87.2,5.7,4,7.86,7.87,1,Medium,Hybrid,9.14,2024-01
E1057,IT,Developer,Bachelors,5,154.9,99.2,6.4,5,7.32,8.64,0,High,Hybrid,11.76,2024-01
E1057,IT,Analyst,Bachelors,7,173.9,93.6,3.2,7,7.87,6.85,0,Medium,Remote,14.08,2024-03
E1057,Finance,Manager,Masters,6,138.4,93.1,7.0,7,6.92,6.4,0,Low,Onsite,16.36,2024-03
E1057,IT,Associate,PhD,1,139.9,97.8,,8,5.27,6.63,0,Medium,Hybrid,19.18,2024-04
E1057,Marketing,Developer,Bachelors,3,164.5,90.9,5.6,3,8.73,4.33,1,High,Onsite,15.1,2024-05
E1057,IT,Executive,Bachelors,2,176.8,97.0,2.8,5,7.31,6.27,0,High,Remote,14.0,2024-06
E1057,Marketing,Analyst,PhD,5,166.3,94.8,3.0,5,10.0,6.71,0,High,Onsite,15.27,2024-07
E1057,Finance,Analyst,Masters,3,154.6,98.7,6.0,8,7.83,8.76,0,High,Remote,17.91,2024-08
E1057,Marketing,Manager,Bachelors,3,171.8,93.9,8.1,4,8.5,7.63,2,Medium,Onsite,11.5,2024-09
E1057,Finance,Executive,PhD,8,174.3,97.4,8.0,8,6.87,6.39,1,Low,Onsite,21.38,2024-10
E1057,IT,Analyst,Bachelors,1,161.9,94.2,,3,8.1,5.26,0,High,Remote,19.24,2024-11
E1058,Sales,Executive,PhD,9,158.7,94.9,5.9,7,5.96,9.04,0,High,Remote,13.55,2024-01
E1058,Sales,Developer,Masters,4,163.8,100.0,7.0,6,7.46,8.54,0,Low,Hybrid,23.26,2024-01
E1058,HR,Developer,PhD,5,168.9,91.1,4.3,6,5.05,9.08,0,High,Remote,10.24,2024-03
E1058,Finance,Developer,Masters,1,160.3,100.0,6.5,9,7.49,7.84,0,Medium,Hybrid,9.16,2024-03
E1058,HR,Manager,PhD,5,179.2,90.5,2.5,6,6.54,7.4,0,Medium,Hybrid,15.18,2024-04
E1058,Finance,Manager,PhD,10,164.6,93.2,3.2,8,8.36,3.61,0,Medium,Onsite,8.26,2024-05
